0.00912121 	2
0.0192424 	2
0.0293636 	2
0.0394848 	2
0.0496061 	2
0.0597273 	2
0.0698485 	2
0.0799697 	2
0.0900909 	2
0.100212 	2
0.110333 	2
0.120455 	2
0.130576 	2
0.140697 	2
0.150818 	2
0.160939 	2
0.171061 	2
0.181182 	2
0.191303 	2
0.201424 	2
0.211545 	2
0.221667 	2
0.231788 	2
0.241909 	2
0.25203 	2
0.262152 	2
0.272273 	2
0.282394 	2
0.292515 	2
0.302636 	2
0.312758 	2
0.322879 	2
0.333 	2
0.343121 	2
0.353242 	2
0.363364 	2
0.373485 	2
0.383606 	2
0.393727 	2
0.403848 	2
0.41397 	2
0.424091 	2
0.434212 	2
0.444333 	2
0.454455 	2
0.464576 	2
0.474697 	2
0.484818 	2
0.494939 	2
0.505061 	2
0.515182 	2
0.525303 	2
0.535424 	2
0.545545 	2
0.555667 	2
0.565788 	2
0.575909 	2
0.58603 	2
0.596152 	2
0.606273 	2
0.616394 	2
0.626515 	2
0.636636 	2
0.646758 	2
0.656879 	2
0.667 	2
0.677121 	2
0.687242 	2
0.697364 	2
0.707485 	2
0.717606 	2
0.727727 	2
0.737848 	2
0.74797 	2
0.758091 	2
0.768212 	2
0.778333 	2
0.788455 	2
0.798576 	2
0.808697 	2
0.818818 	2
0.828939 	2
0.839061 	2
0.849182 	2
0.859303 	2
0.869424 	2
0.879545 	2
0.889667 	2
0.899788 	2
0.909909 	2
0.92003 	2
0.930152 	2
0.940273 	2
0.950394 	2
0.960515 	2
0.970636 	2
0.980758 	2
0.990879 	2
