0.00912121 	-3.83447
0.0192424 	-3.65298
0.0293636 	-3.47381
0.0394848 	-3.29693
0.0496061 	-3.12237
0.0597273 	-2.95011
0.0698485 	-2.78015
0.0799697 	-2.61249
0.0900909 	-2.44715
0.100212 	-2.28411
0.110333 	-2.12337
0.120455 	-1.96493
0.130576 	-1.8088
0.140697 	-1.65498
0.150818 	-1.50346
0.160939 	-1.35423
0.171061 	-1.20732
0.181182 	-1.06272
0.191303 	-0.920415
0.201424 	-0.780417
0.211545 	-0.642722
0.221667 	-0.507333
0.231788 	-0.374248
0.241909 	-0.243468
0.25203 	-0.114992
0.262152 	0.0111788
0.272273 	0.135046
0.282394 	0.256608
0.292515 	0.375864
0.302636 	0.492803
0.312758 	0.607438
0.322879 	0.719768
0.333 	0.829794
0.343121 	0.937515
0.353242 	1.04293
0.363364 	1.14605
0.373485 	1.24685
0.383606 	1.34535
0.393727 	1.44155
0.403848 	1.53545
0.41397 	1.62704
0.424091 	1.71632
0.434212 	1.8033
0.444333 	1.88798
0.454455 	1.97035
0.464576 	2.05042
0.474697 	2.12818
0.484818 	2.20364
0.494939 	2.27679
0.505061 	2.34764
0.515182 	2.41618
0.525303 	2.48242
0.535424 	2.54636
0.545545 	2.60799
0.555667 	2.66731
0.565788 	2.72433
0.575909 	2.77905
0.58603 	2.83146
0.596152 	2.88157
0.606273 	2.92937
0.616394 	2.97487
0.626515 	3.01807
0.636636 	3.05896
0.646758 	3.09754
0.656879 	3.13382
0.667 	3.1678
0.677121 	3.19947
0.687242 	3.22883
0.697364 	3.25589
0.707485 	3.28065
0.717606 	3.3031
0.727727 	3.32322
0.737848 	3.34106
0.74797 	3.35659
0.758091 	3.36981
0.768212 	3.38072
0.778333 	3.38933
0.788455 	3.39564
0.798576 	3.39965
0.808697 	3.40134
0.818818 	3.40074
0.828939 	3.39783
0.839061 	3.39262
0.849182 	3.38509
0.859303 	3.37527
0.869424 	3.36314
0.879545 	3.34871
0.889667 	3.33197
0.899788 	3.31292
0.909909 	3.29158
0.92003 	3.26793
0.930152 	3.24197
0.940273 	3.21371
0.950394 	3.18314
0.960515 	3.15028
0.970636 	3.1151
0.980758 	3.07762
0.990879 	3.03784
